name,height,weight,reach,stance,dob
Roman Bogatov,172.7,155.0,73.0,Orthodox,"Dec 15, 1990"
Derek Bohi,193.0,260.0,,,
Jerry Bohlander,180.3,199.0,,Orthodox,"Feb 12, 1974"
Mandy Bohm,170.2,125.0,71.0,Orthodox,"Jul 30, 1989"
Kotetsu Boku,175.3,154.0,,Orthodox,"May 27, 1977"
Gaston Bolanos,170.2,145.0,69.0,Orthodox,"Sep 14, 1992"
Kyle Bolt,188.0,185.0,,,
Denys Bondar,167.6,125.0,69.0,Orthodox,"Jun 27, 1992"
Luc Bondole,188.0,205.0,,,
Tony Bonello,188.0,185.0,,,"Oct 20, 1972"
Gabriel Bonfim,185.4,170.0,72.0,Orthodox,"Aug 20, 1997"
Ismael Bonfim,172.7,155.0,71.0,Orthodox,"Dec 28, 1995"
Jesse Bongfeldt,182.9,185.0,,Orthodox,"Aug 28, 1980"
Marcos Bonilla,177.8,145.0,,,
Stephan Bonnar,193.0,205.0,79.0,Orthodox,"Apr 04, 1977"
Rogerio Bontorin,165.1,125.0,67.0,Orthodox,"Apr 25, 1992"
Ray Borg,162.6,135.0,63.0,Orthodox,"Aug 04, 1993"
Igor Borisov,182.9,235.0,,Orthodox,"May 18, 1964"
Kevin Borjas,165.1,125.0,68.0,Orthodox,"Dec 06, 1997"
Calen Born,172.7,170.0,72.0,Switch,"May 24, 1988"
Caio Borralho,185.4,185.0,75.0,Southpaw,"Jan 16, 1993"
Zachary Borrego,188.0,185.0,78.0,Switch,"Jul 18, 1996"
Viacheslav Borshchev,180.3,155.0,69.0,Orthodox,"Jan 08, 1992"
Tanner Boser,188.0,205.0,75.0,Orthodox,"Aug 02, 1991"
Steve Bosse,180.3,205.0,72.0,Orthodox,"Jul 29, 1981"
Marcus Bossett,185.4,215.0,,Orthodox,
Chris Bostick,,,,,
Poliana Botelho,172.7,125.0,67.0,Orthodox,"Dec 15, 1988"
Francois Botha,188.0,260.0,,Orthodox,"Sep 28, 1968"
Ilian Bouafia,195.6,185.0,78.0,Southpaw,"Nov 13, 1996"
Gregory Bouchelaghem,188.0,183.0,,Switch,"Mar 23, 1978"
Roy Boughton,182.9,205.0,,,
Rich Bouphanouvong,170.2,170.0,,,
Mike Bourke,182.9,275.0,,Orthodox,"Nov 25, 1968"
Jess Bouscal,,155.0,,,
Tai Bowden,180.3,230.0,,,
Melton Bowen,182.9,225.0,,Orthodox,"Jul 16, 1969"
Kyron Bowen,190.5,185.0,73.0,Orthodox,"Dec 22, 1993"
Brian Bowles,170.2,135.0,70.0,Orthodox,"Jun 22, 1980"
Roger Bowling,175.3,155.0,68.0,Orthodox,"Dec 05, 1982"
Blake Bowman,188.0,170.0,,,
Ashe Bowman,175.3,155.0,,,"Nov 17, 1976"
Anvar Boynazarov,175.3,145.0,,Orthodox,"Jan 10, 1989"
Colley  Bradford,170.2,145.0,,,
Kyle Bradley,175.3,155.0,71.0,Orthodox,"Aug 19, 1982"
Paul Bradley,175.3,170.0,,Orthodox,"Jun 13, 1983"
Sean Brady,177.8,170.0,72.0,Orthodox,"Nov 23, 1992"
Ebenezer Fontes Braga,182.9,199.0,,Orthodox,"Apr 14, 1969"
Ramiz Brahimaj,177.8,170.0,72.0,Orthodox,"Nov 17, 1992"
Adam Bramhald,177.8,135.0,70.0,Orthodox,"Mar 24, 1994"
Joe Brammer,172.7,155.0,,Orthodox,"Aug 23, 1983"
David Branch,185.4,185.0,78.0,Orthodox,"Sep 26, 1981"
Billy Brand,167.6,135.0,65.0,Orthodox,"Jul 03, 1996"
Diego Brandao,170.2,145.0,64.0,Orthodox,"May 27, 1987"
Bruna Brasil,167.6,115.0,65.0,Orthodox,"Sep 07, 1993"
Michael Bravo,,155.0,,,
Martin Bravo,172.7,145.0,71.0,Southpaw,"Sep 21, 1993"
Roman Bravo-Young,,205.0,,,
Mike Breeden,177.8,155.0,70.0,Orthodox,"Apr 21, 1989"
Tom Breese,190.5,185.0,73.0,Southpaw,"Sep 26, 1991"
Elves Brener,177.8,155.0,72.0,Orthodox,"Sep 27, 1997"
Chris Brennan,172.7,170.0,,Orthodox,"Oct 12, 1971"
Charlie Brenneman,177.8,155.0,70.0,Orthodox,"Feb 09, 1981"
Robert Breslin,180.3,155.0,,,
Mack Brewer,,205.0,,,
Marcos Brigagao,190.5,205.0,76.0,Southpaw,"Apr 01, 1996"
Jason Brilz,180.3,205.0,71.0,Orthodox,"Jul 07, 1975"
Marcus Brimage,162.6,135.0,71.0,Southpaw,"Apr 06, 1985"
Aaron Brink,190.5,205.0,,Orthodox,"Nov 12, 1974"
Henry Briones,172.7,135.0,69.0,Orthodox,"Oct 22, 1980"
Marcelo Brito,185.4,170.0,,Orthodox,"Nov 27, 1977"
Joanderson Brito,172.7,145.0,72.0,Orthodox,"Feb 11, 1995"
Kaik Brito,180.3,170.0,72.0,Orthodox,"Mar 26, 1997"
Icaro Brito,,145.0,,,"Mar 09, 1999"
Antwain Britt,185.4,205.0,77.0,,"May 09, 1978"
Drew Brokenshire,,,,,
Mike Bronzoulis,182.9,155.0,,,"Jan 05, 1979"
Jonathan Brookins,182.9,145.0,74.0,Southpaw,"Aug 13, 1985"
Will Brooks,177.8,155.0,72.0,Orthodox,"Oct 08, 1986"
Jarred Brooks,160.0,125.0,62.0,Switch,"May 02, 1993"
Rob Broughton,188.0,265.0,74.0,Orthodox,"Mar 03, 1983"
Lee Brousseau,185.4,205.0,,,"Oct 04, 1974"
Matt Brown,182.9,170.0,75.0,Orthodox,"Jan 10, 1981"
Mike Brown,167.6,145.0,70.0,Orthodox,"Sep 08, 1975"
Dominic Brown,180.3,190.0,,,"Jun 04, 1982"
Todd Brown,180.3,205.0,,Orthodox,"Dec 13, 1976"
Terrell Brown,,185.0,,,"Apr 13, 1983"
Chris Brown,,170.0,,,
Frederick Brown,182.9,235.0,,,
Randy Brown,190.5,170.0,78.0,Orthodox,"Jul 08, 1990"
Damien Brown,177.8,155.0,68.0,Orthodox,"Dec 25, 1984"
TJ Brown,175.3,145.0,72.0,Switch,"May 22, 1990"
Humberto Brown Morrison,177.8,145.0,,,"Nov 03, 1984"
Travis Browne,198.1,255.0,79.0,Orthodox,"Jul 17, 1982"
Junie Browning,175.3,155.0,,Orthodox,"May 12, 1984"
Jules Bruchez,182.9,205.0,,Southpaw,"Aug 16, 1977"
Justin Bruckmann,175.3,170.0,,Orthodox,"Jul 23, 1974"
Cody Brundage,182.9,185.0,72.0,Orthodox,"May 16, 1994"
Steve Bruno,177.8,170.0,,Orthodox,"Nov 03, 1981"
Fernando Bruno,167.6,145.0,,,"Feb 24, 1982"
Derek Brunson,185.4,185.0,77.0,Southpaw,"Jan 04, 1984"
Josh Bryant,177.8,185.0,,Orthodox,"Apr 23, 1980"
Dennis Bryant,182.9,205.0,,Orthodox,"Oct 18, 1985"
Robert Bryczek,182.9,185.0,75.0,Orthodox,"Jul 04, 1990"
Lukasz Brzeski,190.5,236.0,78.0,Orthodox,"May 17, 1992"
Marcus Buchecha,188.0,255.0,77.0,Orthodox,"Jan 08, 1990"
Justin Buchholz,182.9,155.0,73.0,Orthodox,"Aug 22, 1983"
Zak Bucia,177.8,170.0,,,"Sep 27, 1984"
Courtney Buck,177.8,135.0,,Orthodox,"Mar 19, 1982"
Joaquin Buckley,177.8,170.0,76.0,Southpaw,"Apr 27, 1994"
Martin Buday,193.0,265.0,77.0,Orthodox,"Nov 11, 1991"
Julia Budd,170.2,145.0,67.0,,"Jul 04, 1983"
Dylan Budka,182.9,185.0,75.0,Switch,"Jan 14, 2000"
Mike Budnik,175.3,145.0,68.0,Orthodox,"Aug 08, 1974"
Francisco Bueno,175.3,225.0,,Orthodox,"Dec 23, 1972"
Mayra Bueno Silva,167.6,135.0,66.0,Orthodox,"Aug 22, 1991"
Paul Buentello,188.0,245.0,77.0,Orthodox,"Jan 16, 1974"
Marek Bujlo,193.0,265.0,77.0,Orthodox,"Oct 10, 1992"
Modestas Bukauskas,190.5,205.0,76.0,Switch,"Feb 10, 1994"
Lee Kwan Bum,188.0,286.0,,Orthodox,"Oct 12, 1986"
Josh Bumgarner,185.4,170.0,,,"May 21, 1981"
Shawn Bunch,165.1,135.0,,,"Mar 19, 1983"
Felipe Bunes,170.2,125.0,69.0,Orthodox,"Oct 29, 1989"
Shane Burgos,180.3,145.0,75.0,Orthodox,"Mar 19, 1991"
Joshua Burkman,177.8,170.0,72.0,Orthodox,"Apr 10, 1980"
Justin Burlinson,185.4,170.0,74.0,Switch,"May 19, 1997"
Mads Burnell,172.7,145.0,69.0,Orthodox,"Mar 06, 1994"
Mikey Burnett,167.6,170.0,,Orthodox,"Apr 12, 1974"
Kevin Burns,177.8,170.0,74.0,Orthodox,"Mar 03, 1980"
Gilbert Burns,177.8,170.0,71.0,Orthodox,"Jul 20, 1986"
Josh Burns,185.4,244.0,,,"May 15, 1978"
Herbert Burns,175.3,145.0,73.0,Orthodox,"Feb 02, 1988"
Derrick Burnsed,,155.0,,,"Jun 09, 1980"
Nah-Shon Burrell,180.3,170.0,,Orthodox,"Feb 05, 1990"
Martin Buschkamp,175.3,145.0,,Orthodox,"Jan 06, 1991"
George Bush,185.4,205.0,,,
Bubba Bush,182.9,185.0,,Orthodox,"Jul 24, 1985"
Dakota Bush,177.8,155.0,73.0,Orthodox,"Jun 09, 1994"
Murilo Bustamante,188.0,183.0,,Orthodox,"Jul 30, 1966"
Nick Bustamante,175.3,170.0,,,
Eduardo Bustillos,172.7,135.0,,,"Jun 02, 1987"
Jason Butcher,190.5,185.0,,,"Oct 23, 1984"
Todd Butler,185.4,200.0,,Southpaw,
Goldman Butler,,,,,
Ian Butler,172.7,155.0,,,
Raphael Butler,190.5,261.0,,,"Jan 04, 1984"
Jesse Butler,177.8,135.0,73.0,Orthodox,"May 24, 1992"
JP Buys,165.1,135.0,67.0,Orthodox,"Apr 30, 1996"
Dennis Buzukja,175.3,145.0,70.0,Switch,"Oct 01, 1997"
Charles Byrd,177.8,185.0,73.0,Orthodox,"Oct 11, 1983"
Steve Byrnes,182.9,170.0,,Orthodox,"Aug 26, 1979"
Michael Byrnes,180.3,155.0,,,"Jul 17, 1990"
Yan Cabral,180.3,155.0,73.0,Orthodox,"May 13, 1983"
Juan Cabrera,,185.0,,,"Feb 19, 2004"
Alvin Cacdac,167.6,125.0,,Orthodox,
Alex Caceres,177.8,145.0,73.0,Southpaw,"Jun 20, 1988"
Vince Cachero,167.6,145.0,68.0,Orthodox,"Nov 07, 1989"
Priscila Cachoeira,170.2,135.0,65.0,Orthodox,"Aug 19, 1988"
Travis Calanoc,172.7,145.0,,Orthodox,
Ricky Calatayud,175.3,125.0,,,"Oct 10, 1982"
Lucas Caldas,172.7,155.0,70.0,Orthodox,"May 22, 1996"
Carlos Calderon,180.3,145.0,71.0,Southpaw,"Feb 10, 1996"
Darrion Caldwell,177.8,135.0,,,"Dec 19, 1987"
Nicolle Caliari,160.0,125.0,62.0,Orthodox,"Nov 04, 1996"
Taylor Callens,177.8,155.0,,,"May 21, 1991"
Cynthia Calvillo,162.6,115.0,64.0,Orthodox,"Jul 13, 1987"
Joe Camacho,175.3,155.0,,Orthodox,"Mar 10, 1972"
Frank Camacho,177.8,155.0,73.0,Orthodox,"May 18, 1989"
Lucas Camacho,193.0,265.0,80.0,Orthodox,"Dec 15, 1992"
Matheus Camilo,177.8,155.0,69.0,Orthodox,"Jan 02, 2001"
Fabricio Camoes,177.8,155.0,71.0,Orthodox,"Dec 23, 1978"
Chris Camozzi,188.0,185.0,75.0,Orthodox,"Nov 20, 1986"
Brian Camozzi,188.0,170.0,78.0,Orthodox,"Jun 24, 1991"
Ricky Camp,170.2,135.0,,,
Mike Campbell,175.3,155.0,,Southpaw,"Nov 15, 1982"
Thomas Campbell,,,,,
Shane Campbell,182.9,155.0,71.0,Orthodox,"Jan 21, 1987"
Charlie Campbell,182.9,155.0,72.0,Orthodox,"Jul 03, 1995"
Kitt Campbell,185.4,170.0,73.0,Orthodox,"Jun 26, 1994"
Kurtis Campbell,175.3,145.0,72.0,Switch,"Jul 29, 2002"
John Campetella,175.3,235.0,,Orthodox,
Wagner Campos,167.6,145.0,,Southpaw,"Jul 31, 1981"
Derek Campos,175.3,155.0,,,"Apr 01, 1988"
Will Campuzano,175.3,125.0,70.0,Orthodox,"May 27, 1986"
Aleksa Camur,185.4,205.0,74.0,Orthodox,"Sep 25, 1995"
Chico Camus,167.6,125.0,66.0,Orthodox,"Jan 26, 1985"
Asbel Cancio,177.8,225.0,,,
Carlos Candelario,172.7,125.0,68.0,Southpaw,"Jun 04, 1991"
Ronaldo Candido,167.6,125.0,,Southpaw,"Apr 24, 1989"
Luiz Cane,188.0,185.0,77.0,Southpaw,"Apr 24, 1981"
Guido Cannetti,167.6,135.0,68.0,Southpaw,"Dec 19, 1979"
Jared Cannonier,180.3,185.0,77.0,Switch,"Mar 16, 1984"
Jose Canseco,193.0,240.0,,Orthodox,"Jul 02, 1964"
Cody Canterbury,172.7,155.0,,,
Bo Cantrell,188.0,235.0,,Orthodox,"Feb 08, 1969"
Steve Cantwell,188.0,185.0,75.0,Orthodox,"Dec 08, 1986"
Paul Capaldo,170.2,135.0,,,"Dec 27, 1996"
Phil Caracappa,172.7,135.0,70.0,Orthodox,"Jun 05, 1992"
Frank Caracci,,,,,"Feb 16, 1970"
Gina Carano,172.7,145.0,,Orthodox,"Apr 16, 1982"
Dos Caras Jr.,193.0,225.0,,Orthodox,"May 25, 1977"
Bryan Caraway,172.7,135.0,68.0,Orthodox,"Aug 04, 1984"
Remo Cardarelli,,135.0,,,
Phil Cardella,180.3,155.0,,,"Jul 09, 1976"
Edgar Cardenas,,145.0,,,
Chris Cariaso,160.0,125.0,64.0,Southpaw,"May 27, 1981"
Ronald Carillo,,125.0,,,
Rafael Carino,203.2,245.0,,Orthodox,
Don Carlo-Clauss,,170.0,,,
Antonio Carlos Junior,188.0,185.0,79.0,Orthodox,"Mar 16, 1990"
Spike Carlyle,172.7,145.0,71.0,Switch,"May 06, 1993"
Francis Carmont,190.5,205.0,78.0,Orthodox,"Oct 11, 1981"
Liz Carmouche,167.6,125.0,66.0,Orthodox,"Feb 19, 1984"
Roan Carneiro,180.3,170.0,76.0,Orthodox,"Jun 02, 1978"
Ariane Carnelossi,157.5,115.0,61.0,Orthodox,"Nov 17, 1992"
Luana Carolina,167.6,135.0,69.0,Orthodox,"Jun 11, 1993"
Tim Caron,185.4,185.0,,Orthodox,"Jul 24, 1987"
Clayton Carpenter,167.6,125.0,66.0,Orthodox,"Jun 09, 1996"
Gabriel Carrasco,167.6,135.0,,,
Cody Carrillo,177.8,155.0,,,
Cain Carrizosa,172.7,155.0,,Orthodox,"Jul 22, 1986"
Roger Carroll,177.8,170.0,,,
Jonny Carson,177.8,155.0,,,
Scott Carson,188.0,215.0,,,
Shonie Carter,177.8,170.0,,Southpaw,"May 03, 1972"
Jack Cartwright,175.3,135.0,68.0,Orthodox,"May 26, 1994"
Bruno Carvalho,172.7,154.0,,,"Jun 07, 1982"
Antonio Carvalho,175.3,145.0,70.0,Orthodox,"May 30, 1979"
Rafael Carvalho,190.5,185.0,,,"Jul 27, 1986"
Shane Carwin,188.0,265.0,80.0,Orthodox,"Jan 04, 1975"
Johnny Case,177.8,155.0,72.0,Orthodox,"Jun 28, 1989"
Kevin Casey,180.3,185.0,77.0,Southpaw,"Jun 15, 1981"
Cortney Casey,170.2,125.0,67.0,Orthodox,"May 05, 1987"
Brandon Cash,195.6,255.0,,Orthodox,
Bendy Casimir,165.1,145.0,,Southpaw,"Jun 10, 1980"
Dwayne Cason,177.8,212.0,,Orthodox,
Joe Cason,190.5,205.0,,,"Jan 19, 1988"
John Castaneda,167.6,135.0,71.0,Switch,"Dec 18, 1991"
Eric Castile,172.7,145.0,,,
Gil Castillo,175.3,170.0,,Southpaw,"Oct 21, 1965"
Danny Castillo,175.3,155.0,71.0,Orthodox,"Aug 25, 1979"
Raul Castillo,180.3,185.0,,Orthodox,
Jenna Castillo,157.5,125.0,,,"May 05, 1982"
Tim Catalfo,180.3,235.0,,Orthodox,
Nick Catone,182.9,185.0,72.0,Southpaw,"Sep 01, 1981"
Luke Caudillo,170.2,155.0,,Orthodox,"Nov 30, 1980"
Gesias Cavalcante,172.7,155.0,71.0,Orthodox,"Jul 06, 1983"
Rafael Cavalcante,185.4,205.0,74.0,Orthodox,"Apr 14, 1980"
Jacqueline Cavalcanti,172.7,135.0,70.0,Orthodox,"Aug 29, 1997"
Igor Cavalcanti,180.3,170.0,79.0,Orthodox,"Oct 10, 1997"
Magnus Cedenblad,195.6,185.0,79.0,Orthodox,"Apr 10, 1982"
Yosdenis Cedeno,172.7,155.0,69.0,Orthodox,"Feb 12, 1985"
Henry Cejudo,162.6,135.0,64.0,Orthodox,"Feb 09, 1987"
Adam Cella,188.0,170.0,,,"Jun 26, 1985"
Vinicius Cenci,185.4,155.0,74.0,Orthodox,"Nov 24, 1995"
Katlyn Cerminara,175.3,125.0,68.0,Orthodox,"Dec 28, 1988"
Rafael Cerqueira,190.5,205.0,76.0,Southpaw,"Mar 15, 1990"
Donald Cerrone,185.4,155.0,73.0,Orthodox,"Mar 29, 1983"
Jared Chaffee,177.8,155.0,,,"Dec 15, 1984"
Luan Chagas,182.9,170.0,75.0,Orthodox,"Jun 17, 1993"
Edgar Chairez,170.2,125.0,71.0,Orthodox,"Jan 27, 1996"
Ansar Chalangov,175.3,170.0,,Orthodox,"Oct 30, 1979"
Alex Chambers,160.0,115.0,63.0,Southpaw,"Oct 25, 1978"
Michael Chandler,172.7,155.0,71.0,Orthodox,"Apr 24, 1986"
Chelsea Chandler,172.7,135.0,68.0,Southpaw,"Nov 23, 1990"
Eduardo Chapolin,170.2,125.0,67.0,Orthodox,"Nov 23, 1995"
Donnie Chappell,180.3,178.0,,Southpaw,
Joe Charles,185.4,260.0,,Southpaw,
Dan Charles,188.0,228.0,,,"Sep 24, 1985"
Morgan Charriere,172.7,145.0,69.0,Orthodox,"Oct 26, 1995"
Jeisla Chaves,167.6,125.0,68.0,Orthodox,"Feb 02, 1997"
Ernest Chavez,172.7,145.0,70.0,Orthodox,"Jun 27, 1983"
Emilio Chavez,175.3,145.0,,,
Danny Chavez,172.7,145.0,67.0,Orthodox,"Mar 14, 1987"
Gabriel Checco,185.4,185.0,,Switch,"Apr 03, 1986"
Albert Cheng,180.3,170.0,,Orthodox,"Feb 07, 1985"
Fabio Cherant,185.4,205.0,74.0,Southpaw,"Nov 25, 1994"
Ion Cherdivara,,205.0,,,
Mark Cherico,170.2,145.0,69.0,Orthodox,"May 12, 1986"
Macy Chiasson,180.3,135.0,72.0,Orthodox,"Jul 27, 1991"
Michael Chiesa,185.4,170.0,75.0,Southpaw,"Dec 07, 1987"
Giga Chikadze,182.9,145.0,74.0,Orthodox,"Aug 25, 1988"
Khamzat Chimaev,188.0,185.0,75.0,Orthodox,"May 01, 1994"
Sako Chivitchian,180.3,155.0,,Orthodox,"Mar 11, 1984"
Mu Bae Choi,188.0,230.0,,Orthodox,"Jun 27, 1970"
Hong Man Choi,218.4,330.0,,Orthodox,"Oct 30, 1980"
Dooho Choi,177.8,145.0,70.0,Orthodox,"Apr 10, 1991"
SeungWoo Choi,182.9,145.0,74.0,Orthodox,"Nov 03, 1992"
SeungGuk Choi,167.6,125.0,64.0,Orthodox,"Dec 26, 1996"
DongHun Choi,165.1,125.0,66.0,Switch,"Jan 02, 1999"
Mark Choinski,172.7,155.0,69.0,Orthodox,"Oct 22, 1995"
John Cholish,180.3,155.0,74.0,Orthodox,"Dec 17, 1983"
Ryo Chonan,175.3,170.0,70.0,Orthodox,"Oct 08, 1976"
Will Chope,193.0,145.0,,Switch,"Sep 08, 1990"
Cody Chovancek,172.7,135.0,67.0,Switch,"Jul 24, 1998"
Joachim Christensen,190.5,205.0,76.0,Orthodox,"Nov 07, 1978"
Kevin Christian,200.7,205.0,80.0,Orthodox,"Jan 21, 1995"
Dan Christison,203.2,265.0,,Orthodox,"Apr 26, 1972"
Anthony Christodoulou,175.3,155.0,,Orthodox,"Jul 30, 1987"
Murad Chunkaiev,180.3,185.0,,Orthodox,
Cameron Church,180.3,155.0,72.0,Orthodox,"Sep 27, 1990"
Steven Ciaccio,182.9,170.0,,,
Mike Ciesnolevicz,182.9,235.0,,Orthodox,"Oct 28, 1979"
Hannah Cifers,154.9,115.0,62.0,Orthodox,"Jun 26, 1992"
Branko Cikatic,185.4,215.0,,Orthodox,"Oct 03, 1954"
Nikolajus Cilkinas,,,,Orthodox,
Misha Cirkunov,190.5,205.0,77.0,Orthodox,"Feb 27, 1987"
Johnny Cisneros,180.3,170.0,,,"Feb 05, 1980"
Laverne Clark,180.3,170.0,,Orthodox,"Dec 02, 1973"
Logan Clark,188.0,185.0,,Orthodox,"Feb 16, 1985"
Mychal Clark,190.5,224.0,,Orthodox,
Dominic Clark,177.8,155.0,,,"Aug 01, 1985"
Heather Clark,167.6,115.0,64.0,Orthodox,"Sep 19, 1980"
Devin Clark,182.9,205.0,75.0,Orthodox,"Apr 12, 1990"
Jessica-Rose Clark,165.1,135.0,64.0,Orthodox,"Nov 28, 1987"
Shannon Clark,165.1,125.0,64.0,Orthodox,"Jul 07, 1992"
John Clarke,,170.0,,,"Aug 15, 1977"
Mitch Clarke,177.8,155.0,73.0,Orthodox,"Nov 24, 1985"
Rich Clementi,175.3,155.0,72.0,Southpaw,"Mar 31, 1976"
Chris Clements,177.8,170.0,70.0,Orthodox,"Feb 09, 1976"
RJ Clifford,,160.0,,,
Mark Climaco,162.6,125.0,65.0,Southpaw,"Nov 06, 1997"
Josh Clopton,167.6,145.0,,Orthodox,"Jul 11, 1981"
Brian Cobb,180.3,155.0,,Orthodox,"Sep 03, 1980"
Darryl Cobb,175.3,185.0,,,"Aug 04, 1980"
Dave Cochran,167.6,155.0,,,"May 10, 1973"
Dakota Cochrane,172.7,155.0,,,"May 01, 1986"
Marloes Coenen,175.3,145.0,67.0,,"Mar 31, 1981"
Marc Cofer,,185.0,,,"Mar 03, 1972"
John Cofer,175.3,155.0,,Southpaw,"Apr 29, 1984"
Chris Coggins,,,,,
Felipe Colares,172.7,145.0,69.0,Orthodox,"Mar 31, 1994"
Wayne Cole,185.4,205.0,,Orthodox,"Jan 06, 1971"
Devin Cole,193.0,240.0,,Orthodox,"Oct 01, 1976"
Coltin Cole,,185.0,,,"Apr 24, 1989"
Ivan Cole,175.3,135.0,,,"Nov 30, 1990"
Chandler Cole,177.8,264.0,72.0,Orthodox,"Jan 09, 1995"
Mark Coleman,185.4,205.0,75.0,Orthodox,"Dec 20, 1964"
Cortez Coleman,185.4,185.0,,,"Jan 28, 1982"
Clay Collard,180.3,145.0,73.0,Orthodox,"Mar 10, 1993"
Jamie Colleen,160.0,115.0,65.0,Orthodox,"Nov 02, 1985"
Jake Collier,190.5,230.0,78.0,Orthodox,"Oct 25, 1988"
Christian Colombo,195.6,265.0,,Orthodox,"Jul 01, 1980"
Willian Colorado,177.8,135.0,72.0,,"Jun 21, 1986"
Wes Combs,188.0,205.0,,Orthodox,"Jun 18, 1973"
Rose Conceicao,139.7,115.0,65.0,Orthodox,"May 13, 1997"
Roque Conceicao,162.6,125.0,67.0,Orthodox,"Oct 27, 1999"
Carlos Condit,188.0,170.0,75.0,Orthodox,"Apr 26, 1984"
Chris Condo,182.9,335.0,,Orthodox,
Jack Congdon,188.0,170.0,75.0,Switch,"May 21, 1997"
Tristan Connelly,177.8,145.0,68.0,Orthodox,"Dec 12, 1985"
Marcos Conrado Jr.,188.0,220.0,,Orthodox,"Mar 14, 1982"
Jeremiah Constant,185.4,240.0,,Orthodox,"Jul 19, 1974"
Jonathan Contrestano,,155.0,,,
Bob Cook,175.3,170.0,,Orthodox,
Mike Cook,185.4,205.0,,Orthodox,"Oct 07, 1981"
Chad Cook,188.0,205.0,,,"Nov 07, 1979"
TJ Cook,,205.0,,,"Sep 08, 1982"
Dewey Cooper,,205.0,,,"Nov 10, 1974"
Brett Cooper,182.9,170.0,,Orthodox,"Jul 02, 1987"
Bill Cooper,,155.0,,,"May 05, 1984"
Bobby Cooper,185.4,155.0,,,
Amanda Cooper,160.0,115.0,64.0,Switch,"Oct 22, 1991"
Kit Cope,182.9,170.0,,Orthodox,"Mar 17, 1977"
Chris Cope,182.9,170.0,72.0,Orthodox,"Mar 05, 1983"
Josh Copeland,185.4,265.0,,Orthodox,"Oct 20, 1982"
Michael Cora,185.4,170.0,77.0,Southpaw,"Aug 24, 1989"
Akira Corassani,172.7,145.0,68.0,Orthodox,"Aug 27, 1982"
Muhsin Corbbrey,177.8,155.0,,Orthodox,"May 18, 1978"
Alden Coria,172.7,125.0,67.0,Orthodox,"Apr 24, 1998"
Daniel Cormier,180.3,235.0,72.0,Orthodox,"Mar 20, 1979"
Nora Cornolle,170.2,135.0,67.0,Orthodox,"Dec 06, 1989"
Clint Coronel,,155.0,,,"Jun 15, 1981"
Henry Corrales,175.3,145.0,,,
Bethe Correia,165.1,135.0,64.0,Orthodox,"Jun 22, 1983"
Wesley Correira,190.5,260.0,,Orthodox,"Nov 11, 1978"
Waldo Cortes Acosta,193.0,260.0,78.0,Orthodox,"Oct 03, 1991"
Tracy Cortez,165.1,125.0,65.0,Orthodox,"Dec 10, 1993"
Reyes Cortez Jr.,170.2,135.0,68.0,Orthodox,"Jul 31, 1992"
Chad Corvin,195.6,255.0,,,
Louis Cosce,175.3,170.0,71.0,Orthodox,"Aug 27, 1995"
Orion Cosce,180.3,170.0,71.0,Switch,"Jul 15, 1994"
Miguel Cosio,193.0,205.0,,,"Feb 18, 1981"
Jadson Costa,170.2,155.0,,Orthodox,"Nov 18, 1980"
Guilherme Costa,,155.0,,,
Paulo Costa,185.4,205.0,72.0,Orthodox,"Apr 21, 1991"
Randy Costa,175.3,135.0,73.0,Switch,"Jul 06, 1994"
Alessandro Costa,162.6,125.0,67.0,Orthodox,"Jan 28, 1996"
Melquizael Costa,177.8,145.0,71.0,Southpaw,"Sep 14, 1996"
Vitor Costa,188.0,185.0,75.0,Orthodox,"Sep 19, 2000"
Oscar Cota,182.9,230.0,72.0,Orthodox,"Oct 15, 1984"
Patrick Cote,180.3,170.0,75.0,Orthodox,"Feb 29, 1980"
JC Cottrell,175.3,155.0,,Orthodox,"Nov 04, 1989"
JR Coughran,167.6,145.0,,Orthodox,"May 17, 1994"
Rashad Coulter,180.3,205.0,76.0,Orthodox,"Nov 27, 1981"
Dave Courchaine,172.7,170.0,,,"Feb 08, 1983"
Randy Couture,185.4,205.0,75.0,Orthodox,"Jun 22, 1963"
Kim Couture,172.7,135.0,,Orthodox,"Dec 18, 1975"
Ryan Couture,177.8,155.0,73.0,Orthodox,"Aug 27, 1982"
Nikk Covert,172.7,185.0,,,"Aug 04, 1969"
Colby Covington,180.3,170.0,72.0,Orthodox,"Feb 22, 1988"
Hailey Cowan,172.7,135.0,67.0,Southpaw,"Feb 12, 1992"
Jeff Cox,177.8,155.0,,Orthodox,"Aug 02, 1968"
Nathan Coy,177.8,170.0,69.0,Southpaw,"Jul 24, 1978"
Andrew Craig,185.4,170.0,76.0,Orthodox,"Jan 15, 1986"
Paul Craig,190.5,205.0,76.0,Orthodox,"Nov 27, 1987"
Dan Cramer,188.0,170.0,,Orthodox,"Oct 31, 1985"
Alberto Crane,165.1,155.0,,Orthodox,"Jul 14, 1976"
Tim Credeur,190.5,185.0,75.0,Orthodox,"Jul 09, 1977"
Paul Creighton,167.6,155.0,,Southpaw,"Jun 04, 1970"
Helena Crevar,,,,,
Alexander Crispim,,145.0,,,
Alex Crispin,,155.0,,,
Melissa Croden,175.3,135.0,68.0,Orthodox,"Apr 12, 1991"
Kevin Croom,180.3,135.0,73.0,Orthodox,"Jul 15, 1987"
